Zipcode,Men,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Covid,KDE,Density
11233,45.16650279190714,14.759199931750343,3.7622576220129584,78.19009738698395,0.021280827929339417,1.6632363233950376,64.26838681855186,35349.138854900535,9866.127130863972,20585.579242487744,4667.065013439566,30.371401444643713,40.0013691132089,27.826397253392102,31.60397342909477,25.483003331734434,7.349387059808343,7.735044542708347,19.47134046826183,2.2479099392970063,67.65252298340961,5.063306829211076,2.0722342889407237,3.501189559018123,43.43356082562982,8.798078237663431e-05,74.35424952791475,21.49010668798261,4.007387632102159,0.12768496757603648,14.838123741964836,2.68,3.2501761875631003,0.0035088798919630767
11223,47.204545690294246,12.314503787119087,61.3230723685916,3.0074341507292526,0.2877704687446557,22.283465559195985,58.55706537937869,44172.425785247455,11162.94063626653,23711.21438325685,5128.723865692955,19.641337313523806,23.483612108782488,31.396541782246903,22.742516235595197,27.528446394403726,7.657168475421533,10.68048133866766,25.845840600409762,6.874672310342457,53.384944645503346,9.196689514919054,2.0628408763139534,2.651627029462638,42.49182252303089,4.854128096374079e-05,80.5748295383932,12.553363740521505,6.744208137140091,0.11862002837753112,10.114673616382174,3.02,27.189303768116527,0.002870450825300228
11224,44.18866717822508,14.392887926243413,56.49724136104112,20.78050936259968,0.2516520172480973,6.931294587626357,76.68986446834029,31752.23715027784,8686.05884922781,22268.929341597333,5573.939397699369,29.06162255649743,31.66847654142555,27.91060358842777,30.934815320177908,21.5722261449252,7.78625063937065,11.814745197265008,23.488500401470446,5.365993036282769,59.00937888084402,8.720978305907435,1.1277738550748069,2.2848506245046507,45.67107204599493,6.684395606741096e-05,76.74248983445946,19.72683645419989,3.151060358842777,0.3634973582472517,14.9152078112561,4.05,4.549186182112617,0.0020612014506891335
11212,42.374289300465676,16.56658764853451,1.2407130669335606,79.8680075620933,0.23808217073485086,1.2275051223929268,58.6105669044076,31723.42870206552,6868.116060988986,15969.691686355249,3114.226136224071,34.66688418705237,45.75233756186478,19.836971564834336,38.32199257890106,25.399934487458143,6.49379017000687,9.961996083673784,16.74578725392946,3.6356539546552415,70.03167808583744,6.273325130228366,1.219943701736543,2.1058401061534884,48.720746907509,8.554403374150463e-05,77.46950635657129,18.473685687253674,4.06045186835011,0.0,14.954314057388274,2.57,4.458706186452575,0.005225776172494541
11235,47.305151030930546,9.35628474281474,71.80375470095049,3.440863750532829,0.3563069747741056,13.463242932248466,65.96387803752192,51043.03571154925,13858.105958206736,29672.230229409022,5336.248228291063,21.26219056407786,23.75985867727355,41.175182692886096,20.75058595737489,21.200119701102285,7.454229097789497,9.417709821088044,27.15138920149075,8.108512954144068,48.50290472393086,10.582450041307958,1.3165772171954881,4.325948903240156,42.603685655089656,4.6610110442563016e-05,80.50986583460832,14.753999815385928,4.607822216979866,0.14796632858954006,8.714018061152746,3.46,11.61289882929285,0.003026628701314866
11207,44.91214513600282,32.743054377263974,2.4786013221546592,61.3413882275819,0.19326324823102534,1.3386355985007232,59.888640484628745,34781.4392987196,9244.473138811087,17242.730411879933,3188.139494778077,31.85788834412409,42.28094671855155,22.024721303256207,36.45207456853001,23.598055310813336,7.423964931663389,10.50526401447496,20.02594429772022,3.200683880132792,67.99930115544383,5.114986981869516,1.3300653129391853,2.3380480639552133,46.91546247487312,3.822886845193012e-05,77.95411768545492,17.833471367273688,4.090262809005466,0.1333080204368721,13.301302060924106,3.29,0.5451127979134742,0.003470044786387177
11229,46.4632295696269,7.597628672374662,68.65614861144576,1.0655403270476542,0.05878042231117326,21.4788146699912,64.17423351784511,57579.91942651782,11270.466177856732,28783.238071813565,4085.6372745928693,13.937325593688168,16.937679642374597,40.04446527138061,18.791632282814213,24.946070230077986,6.729882772931418,9.472974020694348,28.318629301405238,6.313449817256854,52.5658834952016,7.911798887260728,1.565871108410593,3.2986092307465853,43.37955255449999,4.749937499607984e-05,80.69343029993352,14.452004472956505,4.800302110578317,0.0653978878938845,7.01426799370813,3.19,36.645520746510634,0.0025700298758461995
11237,51.30775338475869,68.98474052099031,13.992471399445407,8.17614062073176,0.0594661533777719,7.368042314095643,47.3097515634447,45671.367891695634,9722.135020432734,20353.83976734725,3605.149311869246,28.20043976669261,39.0883458943273,25.847715274884955,28.491421911440987,18.726226406968472,12.694531800110035,14.211366811381845,9.22816651318629,2.5365322906497405,71.84915400033144,9.329557205139826,4.245904383723623,2.8159349111976373,39.201844652459116,0.00019905315065571483,84.3681795033698,8.635822867324265,6.879875911905457,0.1161217174004728,12.758635777706287,2.29,0.5119956209160117,0.0051801136465963165
11230,48.12528773298372,8.166350377865554,72.09230959306078,5.05059402027067,0.17555005718724054,12.954078496444273,59.92108134127124,46670.93452240852,13373.31388420364,26068.261890721107,5535.612445832686,23.284675344918288,27.74061268842427,43.71824991731192,17.121915397594893,25.621714202827054,4.97487771641988,8.592055578862308,27.26573899198554,6.082964310467024,48.76652130722954,12.323785749762598,1.601344405189735,3.968258045298176,37.86171507561075,5.221790551841031e-05,80.11883534553701,12.255435430540993,7.631064478120243,0.0,8.082112038605704,5.13,110.02350631367057,0.003059056158472786
11211,49.25908115785953,27.625446669881395,60.98666312549264,3.53618581311659,0.10293482169097758,5.8358211751675695,70.11168585144082,60386.672825292575,9397.570778945374,38321.662455888865,5584.823721074792,22.57256066766988,26.507302126502122,54.05449147061403,16.630553166260786,20.666233818659546,3.202443915160797,5.441112507005081,9.495031605969732,2.102327826308536,63.150118858184975,14.87959176036336,3.816620514454889,6.520542204911758,30.573869150501213,8.065349912246103e-05,86.08571369713741,5.845960838281362,8.068325464581251,0.0,6.1754398387715,2.45,46.8945306082469,0.00169840213852453
11222,48.54541770150736,14.417299743931553,76.53152705243978,1.6272150737289763,0.11050142964142842,4.3855128053592765,73.87150923654642,71254.11163304304,14439.052372272925,41155.33647349391,5861.5352361595005,12.41340549446835,15.06967234308657,55.26888139576261,13.148667775572152,17.428672485331937,9.08945484447072,5.054277914349715,12.140717693579596,2.6289454613733687,64.86907128327775,9.206974557510637,5.57079481431847,5.573600345181311,36.42297574881409,9.549113666185597e-05,84.3021025209483,8.128525862230603,7.569371616821113,0.0,6.685542587302767,0.96,2.3917762957942155,0.0016341572808132598
11226,45.299500071769046,17.035586196683738,7.6878659858819285,70.46228033376572,0.05221842840402268,2.3911761898567443,56.91071279991883,42409.60442038849,8523.371025572585,20865.093803594165,3302.1744873686544,20.805725638921775,28.29249193629265,27.73155266587117,36.71950023377625,19.765519928895298,6.791791804229917,8.991073468902503,12.633823650187678,3.0816056967444725,74.84027107607544,3.7360267426267515,2.2850530391425283,3.408822030489705,45.15080093778223,0.00012781998834753062,77.76962832072087,15.529031690137575,6.708769033246646,0.0,11.732527695335307,1.55,21.940317148309386,0.005772666156053971
11249,50.63867764646799,21.84659306155621,66.98944670405217,3.474667311895047,0.0653470792921883,5.617489187156532,65.45369351243681,59843.97264789133,10759.234827767816,41363.82903323424,7352.729944758015,29.31740778687764,35.007099918419904,51.18225324964647,13.95726096133348,28.072990655302767,3.0921616683776687,3.689825812007088,12.027832348558698,3.699417982766143,53.293730322535794,18.89950937162652,4.096398906943612,7.968211312200764,31.851811853933498,,84.84838970466278,5.623113468588666,8.895444419589245,0.6424174167207247,7.117483368825573,,,
11234,47.34504708780842,8.51115429789262,43.616741750409545,40.47787228897585,0.00818709308873796,5.551115275369061,70.31537297273815,75020.2866055546,14917.11378574526,31086.365690086284,4831.843536457156,7.9667544830212655,10.165025028878366,39.37330379218164,19.92729171325789,24.329352263649398,7.847067931569615,8.507522504914682,40.37744722467592,8.518939843576558,43.84385684419522,4.293831476402738,0.9864310003564466,2.0128738342987518,44.44446401703504,1.2091855907641243e-05,70.93673813814988,23.869264611444134,5.143271839955375,0.04894906461144997,9.2811953893537,3.22,4.126190155741848,0.001064841703507571
11210,45.84815241077303,6.725505871463999,32.977426400444905,54.0943915319955,0.033191033909673935,4.416832063501252,62.3042586825571,66251.68390640579,13656.872843087815,27356.578432009694,4674.1347272743815,15.530998368939429,21.521347559969612,39.695381040213924,22.650140703898376,24.808399472859968,5.333554495817092,7.530207316833081,33.47040390543835,5.393060300315192,51.32993051970793,5.676264140899558,0.8237137728460661,3.2794446517650764,40.488128393024276,6.293302963757179e-05,72.85332000836938,16.206911683492653,10.830252197588713,0.09265870784547588,7.544151916343327,2.91,39.855073405369154,0.0034827707953568677
